"Adresse","Occurrences","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Indexabilité","Statut d'indexabilité"
"https://www.komut.be/nl_BE/isy","1","i:SY Bikes is een merk van hoogwaardige en betaalbare elektrische fietsen, uitgerust met hoogwaardige Bosch-motoren, batterijen met hoge capaciteit en kwaliteitsonderdelen, ontworpen om te voldoen aan de behoeften van stedelijke en off-road fietsers.","250","1557","Indexable",""
"https://www.komut.be/nl_BE/entretien-et-reparations","1","Réparation et entretien vélo sur rendez-vous chez Komut Bikes à Bruxelles. Ateliers spécialisés vélos électriques et cargos à Uccle, Saint-Gilles et Stockel.","157","933","Indexable",""
"https://www.komut.be/nl_BE/terms","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/nos-magasins","1","Découvrez les magasins Komut Bikes à Bruxelles : Uccle, Saint-Gilles et Stockel. Vélos électriques, cargos, essais, atelier et conseils personnalisés.","150","890","Indexable",""
"https://www.komut.be/nl_BE/assurances-velos","1","Assurez votre vélo électrique, cargo ou pliant directement chez Komut Bikes. Protection vol, casse et dommages. Souscription en magasin à Uccle, Saint-Gilles et Stockel.","169","1037","Indexable",""
"https://www.komut.be/nl_BE/outlet-velos","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/financement","1","Financez votre vélo chez Komut Bikes : paiement en 6x, 7x ou 10x à 0 % ou crédit mobilité de 6 à 36 mois à 3,49 %. Vélo électrique, cargo ou gravel à Bruxelles.","160","964","Indexable",""
"https://www.komut.be/nl_BE/chike","1","Que vous soyez un parent qui transporte ses enfants à l'école, un professionnel qui livre des marchandises ou simplement un citadin à la recherche d'une alternative écologique pour vos déplacements, les vélos Chike sont là pour répondre à vos besoins. Leur capacité de charge généreuse","285","1761","Indexable",""
"https://www.komut.be/financement","1","Financez votre vélo chez Komut Bikes : paiement en 6x, 7x ou 10x à 0 % ou crédit mobilité de 6 à 36 mois à 3,49 %. Vélo électrique, cargo ou gravel à Bruxelles.","160","964","Indexable",""
"https://www.komut.be/nl_BE/shop/cart","0","","0","0","Indexable",""
"https://www.komut.be/outlet-velos","0","","0","0","Indexable",""
"https://www.komut.be/chike","1","Que vous soyez un parent qui transporte ses enfants à l'école, un professionnel qui livre des marchandises ou simplement un citadin à la recherche d'une alternative écologique pour vos déplacements, les vélos Chike sont là pour répondre à vos besoins. Leur capacité de charge généreuse","285","1761","Indexable",""
"https://www.komut.be/assurances-velos","1","Assurez votre vélo électrique, cargo ou pliant directement chez Komut Bikes. Protection vol, casse et dommages. Souscription en magasin à Uccle, Saint-Gilles et Stockel.","169","1037","Indexable",""
"https://www.komut.be/nos-magasins","1","Découvrez les magasins Komut Bikes à Bruxelles : Uccle, Saint-Gilles et Stockel. Vélos électriques, cargos, essais, atelier et conseils personnalisés.","150","890","Indexable",""
"https://www.komut.be/nl_BE/shop/category/elektrische-fiets-elektrische-bakfiets-2389","0","","0","0","Indexable",""
"https://www.komut.be/entretien-et-reparations","1","Réparation et entretien vélo sur rendez-vous chez Komut Bikes à Bruxelles. Ateliers spécialisés vélos électriques et cargos à Uccle, Saint-Gilles et Stockel.","157","933","Indexable",""
"https://www.komut.be/isy","1","i:SY BIKES est une marque de vélos électriques de qualité supérieure et abordables, équipés de moteurs Bosch de haute qualité, de batteries de grande capacité et de composants de qualité supérieure, conçus pour répondre aux besoins des cyclistes urbains et tout-terrain","269","1659","Indexable",""
"https://www.komut.be/nl_BE/shop/category/elektrische-fiets-elektrische-stadsfiets-2313","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/shop/category/klassieke-fiets-racefiets-gravel-fiets-2304","0","","0","0","Indexable",""
"https://www.komut.be/tern","1","Découvrez les vélos électriques Tern chez Komut Bikes à Bruxelles : GSD, HSD, Quick Haul Long, Quick Haul et Orox. Cargo et pliants électriques disponibles à Uccle, Saint-Gilles et Stockel.","189","1139","Indexable",""
"https://www.komut.be/en_GB/tern","1","Découvrez les vélos électriques Tern chez Komut Bikes à Bruxelles : GSD, HSD, Quick Haul Long, Quick Haul et Orox. Cargo et pliants électriques disponibles à Uccle, Saint-Gilles et Stockel.","189","1139","Indexable",""
"https://www.komut.be/nl_BE/shop","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/nos-magasins","1","Découvrez les magasins Komut Bikes à Bruxelles : Uccle, Saint-Gilles et Stockel. Vélos électriques, cargos, essais, atelier et conseils personnalisés.","150","890","Indexable",""
"https://www.komut.be/en_GB/mentions-legales","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/shop/category/elektrische-fiets-elektrische-longtailfietsen-2387","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/isy","1","i:SY Bikes is a brand of premium yet affordable electric bikes, featuring high-quality Bosch motors, high-capacity batteries, and superior components, designed to meet the needs of both urban and off-road cyclists.","214","1307","Indexable",""
"https://www.komut.be/nl_BE/shop?attrib=1-3","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop/category/kinderfietsen-2300","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/veloe","1","Découvrez les vélos cargo Veloe Multi chez Komut Bikes à Bruxelles : puissants, compacts et modulables, parfaits pour les familles et les trajets urbains.","154","931","Indexable",""
"https://www.komut.be/en_GB/reprise-velo-electrique","1","Votre ancien vélo électrique vaut de l'argent. Lorsque vous achetez un nouveau vélo électrique, KOMUT reprend votre ancien vélo. Le prix d'achat est la remise que vous obtenez lors de l'achat d'un nouveau vélo électrique.","221","1347","Indexable",""
"https://www.komut.be/en_GB/bike-43","1","Découvrez les vélos cargos Bike43 : Short, Mid et Long. Assemblés à Bruxelles et disponibles chez Komut Bikes, votre expert vélo cargo en Belgique.","147","903","Indexable",""
"https://www.komut.be/en_GB/urban-arrow","1","Discover our range of Urban Arrow bikes. KOMUT offers the highest quality Urban Arrow bikes the market has to offer. The best car replacement and without compromises.","166","1055","Indexable",""
"https://www.komut.be/en_GB/leasing","1","Profitez du leasing vélo via votre employeur avec Komut Bikes à Bruxelles. Vélos électriques, cargos, pliants ou urbains — entretien et assurance inclus. Uccle, Saint-Gilles et Stockel.","185","1103","Indexable",""
"https://www.komut.be/en_GB/nos-services","1","Découvrez tous les services Komut Bikes à Bruxelles : essai vélo, réparation & SAV, leasing, financement, assurance et carte cadeau. Uccle, Saint-Gilles et Stockel.","164","987","Indexable",""
"https://www.komut.be/en_GB/politique-de-confidentialite","0","","0","0","Non indexable","noindex"
"https://www.komut.be/en_GB/financement","1","Financez votre vélo chez Komut Bikes : paiement en 6x, 7x ou 10x à 0 % ou crédit mobilité de 6 à 36 mois à 3,49 %. Vélo électrique, cargo ou gravel à Bruxelles.","160","964","Indexable",""
"https://www.komut.be/en_GB/kona","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/assurances-velos","1","Assurez votre vélo électrique, cargo ou pliant directement chez Komut Bikes. Protection vol, casse et dommages. Souscription en magasin à Uccle, Saint-Gilles et Stockel.","169","1037","Indexable",""
"https://www.komut.be/en_GB/cannondale","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/moustache","1","Découvrez les vélos électriques Moustache : Lundi, Samedi, Dimanche, Xroad et J. Design français, confort et performance chez Komut Bikes Bruxelles.","148","926","Indexable",""
"https://www.komut.be/en_GB/appointment","1","Prenez rendez-vous en ligne pour la réparation ou l’entretien de votre vélo chez Komut Bikes à Bruxelles. Choisissez votre magasin, votre créneau et recevez une confirmation immédiate.","184","1135","Indexable",""
"https://www.komut.be/en_GB/shop/cart","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/blog/conseils-d-experts-14","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/woom","1","Découvrez les vélos Woom chez Komut Bikes à Bruxelles : des vélos légers, sûrs et évolutifs pour enfants, du Woom 1 au Woom UP électrique.","138","865","Indexable",""
"https://www.komut.be/en_GB/aide/faq-paiement","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/outlet-velos","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/qio","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/a-propos","1","Bienvenue chez Komut Bikes, votre destination ultime dédiée à la mobilité et au lifestyle urbain à Bruxelles. Chez Komut, nous croyons en la puissance de la bicyclette pour transformer la manière dont vous vivez, vous déplacez, et interagissez avec la ville.","258","1553","Indexable",""
"https://www.komut.be/en_GB/muli","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/blog","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/aide","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/blog/astuces-20","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/yuba","1","Yuba, le pionnier du vélo rallongé. Une super marque franco-américaine qui se spécialise dans les vélos rallongés, aussi connus sous le nom de longtails.","153","931","Indexable",""
"https://www.komut.be/en_GB/terms","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/benno","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/faq-expedition-livraison","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/chike","1","Que vous soyez un parent qui transporte ses enfants à l'école, un professionnel qui livre des marchandises ou simplement un citadin à la recherche d'une alternative écologique pour vos déplacements, les vélos Chike sont là pour répondre à vos besoins. Leur capacité de charge généreuse","285","1761","Indexable",""
"https://www.komut.be/en_GB/entretien-et-reparations","1","Réparation et entretien vélo sur rendez-vous chez Komut Bikes à Bruxelles. Ateliers spécialisés vélos électriques et cargos à Uccle, Saint-Gilles et Stockel.","157","933","Indexable",""
"https://www.komut.be/en_GB/offers","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/aide/faq-retours-remboursements","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/shop/all-brands","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/blog/actualites-22","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/brompton","1","Découvrez Brompton : vélos pliants iconiques, électriques ou classiques, ultra compacts et personnalisés. Essais, pièces & service chez Komut Bikes.","148","910","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/komut-uccle-a-demenage-a-seulement-45-metres-50","0","","0","0","Indexable",""
"https://www.komut.be/en_GB/nous-contacter","1","A question ? A suggestion ? A desire to escape by bike or Freewheel? Do not hesitate to contact us, we are here for you!","120","730","Indexable",""
"https://www.komut.be/en_GB/lovens","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/nouveaux-bike43-short-mid-decouvrez-les-des-maintenant-chez-komut-bikes-48","1","Découvrez les nouveaux Bike43 Short & Mid : vélos cargo belges, compacts et puissants. Tests et disponibilité immédiate chez Komut Bikes à Bruxelles.","149","927","Indexable",""
"https://www.komut.be/nl_BE/blog/leasing-velo-18","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/brompton-10","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/financement-24","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/komut-bikes-stockel-30","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/actualites-22/lovens-25","1","Komut est revendeur officiel Lovens Bike. Découvrez le Lovens Explorer, cargo électrique robuste et confortable pour familles et professionnels.","144","879","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/komut-bikes-devient-revendeur-officiel-moustache-bikes-a-bruxelles-47","1","Komut Bikes, revendeur officiel Moustache Bikes à Bruxelles, vous invite à découvrir et tester toute la gamme de vélos électriques.","131","794","Indexable",""
"https://www.komut.be/blog/actualites-22","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/moustache-28","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/actualites-22/nouveau-urban-arrow-family-green-10","1","Découvrez l’Urban Arrow Family Vert chez Komut : vélo cargo électrique familial, moteur Bosch, sécurité et confort pour vos trajets urbains.","140","853","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/page/2","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/nos-magasins-29","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/actualites-22/le-brompton-t-line-legerete-et-performance-en-exclusivite-chez-komut-20","1","Découvrez le Brompton T Line chez Komut : cadre en titane ultra-léger, pliage rapide et performances urbaines. Idéal pour la ville et les aventures.","148","888","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/urban-arrow-5","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/actualites-22/ouverture-komut-bikes-stockel-des-le-03-02-2026-51","1","Komut Stockel","13","90","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/g-line-21","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/actualites-22/nouveau-chez-komut-le-brompton-g-line-le-velo-pliant-qui-fait-tout-27","1","Découvrez le Brompton G Line chez Komut : vélo pliant compact, confortable et polyvalent, disponible en version classique ou électrique.","136","835","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/lovens-19","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/actualites-22/bruxelles-on-tour-une-course-unique-a-vivre-avec-komut-13","1","Participez à Bruxelles On Tour et vivez une expérience cycliste unique. Préparez votre vélo et équipement avec Komut pour la capitale.","134","819","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/brompton-g-line-24","1","Découvrez le Brompton G Line chez Komut : vélo pliant compact et robuste, disponible en version classique ou électrique avec accessoires personnalisables.","154","957","Indexable",""
"https://www.komut.be/nl_BE/blog/promos-17","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/blog/assurance-25","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/tag/bike43-25","0","","0","0","Non indexable","noindex"
"https://www.komut.be/nl_BE/blog/actualites-22/urban-arrow-breeze-le-nouveau-velo-cargo-longtail-electrique-disponible-chez-komut-bikes-a-bruxelles-49","1","Découvrez l’Urban Arrow Breeze chez Komut Bikes : vélo cargo électrique compact et maniable, idéal pour enfants, courses et trajets urbains.","140","865","Indexable",""
"https://www.komut.be/appointment","1","Prenez rendez-vous en ligne pour la réparation ou l’entretien de votre vélo chez Komut Bikes à Bruxelles. Choisissez votre magasin, votre créneau et recevez une confirmation immédiate.","184","1135","Indexable",""
"https://www.komut.be/nl_BE/blog/actualites-22/reprise-de-bike-avenue-par-komut-bikes-45","1","Komut Bikes ouvre à Saint-Gilles : explorez notre gamme de vélos, accessoires et services pour cyclistes urbains. Essais disponibles en magasin.","144","883","Indexable",""
"https://www.komut.be/blog/actualites-22/komut-uccle-a-demenage-a-seulement-45-metres-50","0","","0","0","Indexable",""
"https://www.komut.be/aide/faq-retours-remboursements","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/shop?attrib=1-453","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-212","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-337","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-699","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-215","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-194","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-472","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-198","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-44","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-105","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-589","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-225","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-43","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-286","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/shop/all-brands","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/shop?attrib=1-681","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-283","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-433","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-437","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-201","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-441","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-288","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-326","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-257","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-324","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-140","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-79","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-531","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-391","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-82","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-775","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-429","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-85","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-428","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-388","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-420","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-788","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-268","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-480","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-481","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-4","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-1","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-114","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-2","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-113","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-99","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-354","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-596","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-112","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-374","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-494","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-527","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-528","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-405","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-245","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-23","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-244","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-24","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop?attrib=1-644","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/yuba","1","Yuba, le pionnier du vélo rallongé. Une super marque franco-américaine qui se spécialise dans les vélos rallongés, aussi connus sous le nom de longtails.","153","931","Indexable",""
"https://www.komut.be/nos-services","1","Découvrez tous les services Komut Bikes à Bruxelles : essai vélo, réparation & SAV, leasing, financement, assurance et carte cadeau. Uccle, Saint-Gilles et Stockel.","164","987","Indexable",""
"https://www.komut.be/nl_BE/shop?attrib=1-522","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/terms","0","","0","0","Indexable",""
"https://www.komut.be/nl_BE/shop?attrib=1-25","0","","0","0","Non indexable","Canonisé"
"https://www.komut.be/nl_BE/shop/cannondale-moterra-eq-xl-36103","1","VTTAE polyvalent complètement équipé, avec groupe Shimano XT/Deore, fourche RockShox 150 mm, système d’assistance électrique intelligent Bosch 750 Wh Bosch, autonomie jusqu’à 175 km.","182","1193","Indexable",""
"https://www.komut.be/nl_BE/shop/cannondale-tesoro-neo-carbon-2-58152","1","Inspiré de la compétition. Conçu pour la ville.
Précis, léger, rapide et pratique, c’est tout simplement le meilleur vélo électrique urbain haute performance.","158","929","Indexable",""
"https://www.komut.be/nl_BE/shop/cannondale-tesoro-neo-carbon-1-22510","1","Inspiré de la compétition. Conçu pour la ville.","47","274","Indexable",""
"https://www.komut.be/cannondale","1","Cannondale a toujours été à la pointe de l'innovation dans le domaine du cyclisme. La marque s'efforce continuellement de repousser les limites de ce qui est possible, en développant des technologies de pointe pour offrir une expérience de conduite inégalée.","258","1574","Indexable",""
"https://www.komut.be/nl_BE/shop/000000016941-cannondale-cargowagen-neo-1-22492","1","Un vélo cargo compact et polyvalent pour transporter aussi bien les enfants que les charges, équipé d’une transmission Enviolo HD CV, d’un moteur Bosch Cargo Line et d’une batterie de 725 Wh","190","1188","Indexable",""
"https://www.komut.be/nl_BE/shop/000000016942-cannondale-cargowagen-neo-2-22491","1","Un vélo cargo compact et polyvalent pour transporter aussi bien les enfants que les charges, équipé d’un changement de vitesse Shimano Deore LinkGlide, d’un moteur Bosch Cargo Line et d’une batterie de 545 Wh","208","1308","Indexable",""
"https://www.komut.be/veloe","1","Découvrez les vélos cargo Veloe Multi chez Komut Bikes à Bruxelles : puissants, compacts et modulables, parfaits pour les familles et les trajets urbains.","154","931","Indexable",""
"https://www.komut.be/moustache","1","Découvrez les vélos électriques Moustache : Lundi, Samedi, Dimanche, Xroad et J. Design français, confort et performance chez Komut Bikes Bruxelles.","148","926","Indexable",""
"https://www.komut.be/nl_BE/shop/category/klassieke-fiets-2297","1","Vélo musculaire – Le vélo sans assistance électrique au pédalage · Brompton · Cannondale · Genesis Bikes  · Woom · Kona  · Tern · VSF ...","137","835","Indexable",""
